Player Name,Club Name,Position,DoB(age),Nationality,Height,Dominant foot,Contract Expired,Market Value,position,age,birth_date,birth_place,birth_country,nationality,height,weight,rating,team_id,league,season,captain,shots.total,shots.on,goals.total,goals.conceded,goals.assists,passes.total,passes.key,passes.accuracy,tackles.total,tackles.blocks,tackles.interceptions,duels.total,duels.won,dribbles.attempts,dribbles.success,fouls.drawn,fouls.committed,cards.yellow,cards.yellowred,cards.red,penalty.won,penalty.commited,penalty.success,penalty.missed,penalty.saved,games.appearences,games.minutes_played,games.lineups,substitutes.in,substitutes.out,substitutes.bench
adam maher,AZ Alkmaar,Central Midfield,"Jul 20, 1993 (24)",Netherlands,"1,74 m",right,-,4.00m,Midfielder,27.0,20/07/1993,Ait Izzou,Morocco,Netherlands,176 cm,73 kg,7.3125,201.0,Eredivisie,2018-2019,0.0,25.0,7.0,1.0,0.0,4.0,1378.0,39.0,81.0,37.0,4.0,46.0,374.0,185.0,50.0,27.0,51.0,48.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1985.0,21.0,4.0,2.0,8.0
tijjani reijnders,AZ Alkmaar,Central Midfield,"Jul 29, 1998 (19)",Netherlands,"1,85 m",right,30.06.2023,700Th.,Midfielder,22.0,29/07/1998,,Netherlands,Netherlands,185 cm,73 kg,,201.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
jamie jacobs,AZ Alkmaar,Central Midfield,"Dec 3, 1997 (20)",Netherlands,"1,82 m",left,-,250Th.,Midfielder,23.0,03/12/1997,Purmerend,Netherlands,Netherlands,182 cm,74 kg,,201.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
oussama idrissi,AZ Alkmaar,Left Winger,"Feb 26, 1996 (22)",Morocco,"1,83 m",right,30.06.2022,5.00m,Attacker,24.0,26/02/1996,Bergen op Zoom,Netherlands,Morocco,175 cm,78 kg,7.235483,201.0,Eredivisie,2018-2019,0.0,95.0,36.0,8.0,0.0,6.0,1008.0,57.0,80.0,22.0,1.0,11.0,429.0,182.0,159.0,94.0,39.0,31.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2724.0,31.0,1.0,7.0,3.0
mats seuntjens,AZ Alkmaar,Centre-Forward,"Apr 17, 1992 (26)",Netherlands,"1,87 m",right,30.06.2020,3.00m,Midfielder,28.0,17/04/1992,Breda,Netherlands,Netherlands,187 cm,81 kg,7.167741,201.0,Eredivisie,2018-2019,0.0,65.0,31.0,6.0,0.0,5.0,606.0,39.0,71.0,18.0,2.0,10.0,276.0,118.0,97.0,62.0,27.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2321.0,27.0,5.0,12.0,6.0
myron boadu,AZ Alkmaar,Centre-Forward,"Jan 14, 2001 (17)",Netherlands,"1,83 m",right,30.06.2023,2.00m,Attacker,19.0,14/01/2001,Amsterdam,Netherlands,Netherlands,183 cm,67 kg,6.85,201.0,Eredivisie,2018-2019,0.0,9.0,5.0,3.0,0.0,2.0,48.0,6.0,88.0,0.0,1.0,0.0,40.0,8.0,11.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,391.0,5.0,3.0,4.0,4.0
ondrej mihalik,AZ Alkmaar,Centre-Forward,"Apr 2, 1997 (21)",Czech Republic,"1,88 m",right,30.06.2022,400Th.,Attacker,23.0,02/04/1997,Jablonec nad Nisou,Czech Republic,Czech Republic,187 cm,72 kg,,201.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
david jensen,Utrecht,Goalkeeper,"Mar 25, 1992 (26)",Denmark,"1,95 m",right,30.06.2021,2.50m,Goalkeeper,28.0,25/03/1992,Hillerd,Denmark,Denmark,195 cm,92 kg,6.7685710000000014,207.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,51.0,1.0,501.0,1.0,60.0,0.0,0.0,2.0,23.0,21.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3150.0,35.0,0.0,0.0,0.0
thijmen nijhuis,Utrecht,Goalkeeper,"Jul 25, 1998 (19)",Netherlands,"1,96 m",right,-,250Th.,Goalkeeper,22.0,25/07/1998,Wierden,Netherlands,Netherlands,196 cm,83 kg,,207.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
timo letschert,Utrecht,Centre-Back,"May 25, 1993 (25)",Netherlands,"1,88 m",right,-,2.50m,Defender,27.0,25/05/1993,Purmerend,Netherlands,Netherlands,188 cm,75 kg,6.993548,207.0,Eredivisie,2018-2019,0.0,13.0,5.0,2.0,0.0,1.0,1237.0,7.0,84.0,33.0,15.0,43.0,247.0,148.0,10.0,6.0,16.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,2527.0,29.0,2.0,5.0,2.0
ramon leeuwin,Utrecht,Centre-Back,"Sep 1, 1987 (30)",Netherlands,"1,87 m",right,30.06.2020,700Th.,Defender,33.0,01/09/1987,Amsterdam,Netherlands,Netherlands,187 cm,76 kg,6.0,207.0,Eredivisie,2018-2019,0.0,1.0,0.0,0.0,0.0,0.0,46.0,0.0,86.0,1.0,0.0,1.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,1.0,0.0,0.0,1.0
nicolas gavory,Utrecht,Left-Back,"Feb 16, 1995 (23)",France,"1,83 m",left,30.06.2021,1.75m,Defender,25.0,16/02/1995,Beauvais,France,France,182 cm,76 kg,7.1142850000000015,207.0,Eredivisie,2018-2019,0.0,16.0,4.0,1.0,0.0,6.0,1051.0,58.0,78.0,52.0,12.0,31.0,272.0,152.0,25.0,13.0,9.0,23.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,2981.0,34.0,1.0,4.0,2.0
sean klaiber,Utrecht,Right-Back,"Jul 31, 1994 (23)",Netherlands,"1,84 m",right,30.06.2022,3.00m,Defender,26.0,31/07/1994,Nieuwegein,Netherlands,Netherlands,184 cm,77 kg,6.978378,207.0,Eredivisie,2018-2019,0.0,38.0,12.0,2.0,0.0,5.0,1437.0,49.0,75.0,63.0,16.0,53.0,365.0,181.0,57.0,26.0,24.0,42.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3325.0,37.0,0.0,1.0,0.0
mark van der maarel,Utrecht,Right-Back,"Aug 12, 1989 (28)",Netherlands,"1,77 m",right,30.06.2021,1.00m,Defender,31.0,12/08/1989,Arnhem,Netherlands,Netherlands,177 cm,,6.611764,207.0,Eredivisie,2018-2019,2.0,5.0,0.0,0.0,0.0,1.0,323.0,3.0,66.0,17.0,8.0,8.0,81.0,41.0,4.0,1.0,5.0,15.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,855.0,8.0,12.0,1.0,29.0
rico strieder,Utrecht,Defensive Midfield,"Jul 6, 1992 (25)",Germany,"1,74 m",right,30.06.2021,1.25m,Midfielder,28.0,06/07/1992,Dachau,Germany,Germany,174 cm,68 kg,6.65,207.0,Eredivisie,2018-2019,0.0,1.0,0.0,0.0,0.0,0.0,187.0,3.0,79.0,8.0,2.0,15.0,55.0,30.0,1.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,498.0,5.0,5.0,2.0,10.0
riechedly bazoer,Utrecht,Central Midfield,"Oct 12, 1996 (21)",Netherlands,"1,84 m",right,-,2.50m,Midfielder,24.0,12/10/1996,Utrecht,Netherlands,Netherlands,184 cm,74 kg,7.057142,207.0,Eredivisie,2018-2019,0.0,32.0,9.0,3.0,0.0,1.0,475.0,19.0,87.0,8.0,0.0,2.0,116.0,63.0,27.0,14.0,28.0,13.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,14.0,1099.0,13.0,1.0,7.0,2.0
urby emanuelson,Utrecht,Central Midfield,"Jun 16, 1986 (32)",Netherlands,"1,76 m",left,30.06.2020,1.25m,Midfielder,34.0,16/06/1986,Amsterdam,Netherlands,Netherlands,176 cm,68 kg,6.82,207.0,Eredivisie,2018-2019,1.0,22.0,8.0,4.0,0.0,2.0,656.0,25.0,78.0,17.0,0.0,14.0,162.0,80.0,27.0,18.0,22.0,18.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,25.0,1679.0,21.0,4.0,11.0,9.0
odysseus velanas,Utrecht,Central Midfield,"Jun 5, 1998 (20)",Netherlands,"1,80 m",-,30.06.2020,200Th.,Midfielder,22.0,05/06/1998,,Greece,Netherlands,180 cm,70 kg,,207.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,7.0
sander van de streek,Utrecht,Attacking Midfield,"Mar 24, 1993 (25)",Netherlands,"1,80 m",right,30.06.2021,3.00m,Midfielder,27.0,24/03/1993,Barneveld,Netherlands,Netherlands,180 cm,74 kg,6.858333,207.0,Eredivisie,2018-2019,0.0,87.0,25.0,9.0,0.0,2.0,487.0,32.0,67.0,35.0,4.0,15.0,397.0,185.0,23.0,10.0,30.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2638.0,29.0,7.0,8.0,8.0
othman boussaid,Utrecht,Left Winger,"Mar 7, 2000 (18)",Belgium,"1,66 m",-,30.06.2021,850Th.,Attacker,20.0,07/03/2000,,Belgium,Belgium,166 cm,,6.51875,207.0,Eredivisie,2018-2019,0.0,16.0,4.0,1.0,0.0,0.0,229.0,11.0,68.0,13.0,0.0,4.0,94.0,31.0,28.0,5.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,666.0,8.0,11.0,5.0,25.0
oussama tannane,Utrecht,Right Winger,"Mar 23, 1994 (24)",Morocco,"1,78 m",left,-,1.25m,Attacker,26.0,23/03/1994,Tetouan,Morocco,Morocco,177 cm,80 kg,7.34,207.0,Eredivisie,2018-2019,0.0,46.0,10.0,1.0,0.0,3.0,319.0,40.0,74.0,20.0,2.0,3.0,190.0,83.0,31.0,13.0,31.0,25.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1146.0,13.0,2.0,5.0,3.0
nick venema,Utrecht,Centre-Forward,"Apr 9, 1999 (19)",Netherlands,"1,81 m",right,30.06.2023,2.00m,Attacker,21.0,09/04/1999,Austerlitz,Netherlands,Netherlands,181 cm,71 kg,6.62,207.0,Eredivisie,2018-2019,0.0,12.0,7.0,4.0,0.0,0.0,37.0,2.0,60.0,0.0,1.0,0.0,48.0,8.0,9.0,3.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,461.0,3.0,12.0,2.0,28.0
cyriel dessers,Utrecht,Centre-Forward,"Dec 8, 1994 (23)",Nigeria,"1,85 m",both,30.06.2020,1.00m,Attacker,26.0,08/12/1994,Leuven,Belgium,Belgium,185 cm,77 kg,6.742857000000001,207.0,Eredivisie,2018-2019,0.0,17.0,10.0,5.0,0.0,0.0,120.0,11.0,66.0,3.0,0.0,3.0,121.0,47.0,11.0,2.0,8.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,650.0,7.0,8.0,6.0,18.0
michiel kramer,Utrecht,Centre-Forward,"Dec 3, 1988 (29)",Netherlands,"1,95 m",right,-,800Th.,Attacker,32.0,03/12/1988,Rotterdam,Netherlands,Netherlands,196 cm,80 kg,6.722222,207.0,Eredivisie,2018-2019,0.0,9.0,4.0,1.0,0.0,1.0,64.0,4.0,81.0,2.0,0.0,1.0,63.0,28.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,436.0,4.0,6.0,2.0,13.0
nick marsman,Utrecht,Goalkeeper,"Oct 1, 1990 (27)",Netherlands,"1,88 m",right,-,650Th.,Goalkeeper,30.0,01/10/1990,Zwolle,Netherlands,Netherlands,188 cm,88 kg,6.65,207.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,180.0,2.0,0.0,0.0,17.0
maarten paes,Utrecht,Goalkeeper,"May 14, 1998 (20)",Netherlands,"1,91 m",right,-,200Th.,Goalkeeper,22.0,14/05/1998,Nijmegen,Netherlands,Netherlands,191 cm,82 kg,7.8,207.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,1.0,0.0,0.0,18.0
willem janssen,Utrecht,Centre-Back,"Jul 4, 1986 (31)",Netherlands,"1,86 m",right,30.06.2021,2.00m,Defender,34.0,04/07/1986,Nijmegen,Netherlands,Netherlands,186 cm,75 kg,7.02,207.0,Eredivisie,2018-2019,35.0,33.0,10.0,6.0,0.0,0.0,1300.0,8.0,83.0,27.0,31.0,47.0,276.0,149.0,2.0,1.0,14.0,35.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,3136.0,35.0,0.0,1.0,0.0
emil bergstrom,Utrecht,Centre-Back,"May 19, 1993 (25)",Sweden,"1,88 m",right,30.06.2021,1.00m,Defender,27.0,19/05/1993,Stockholm,Sweden,Sweden,187 cm,79 kg,6.923075999999999,207.0,Eredivisie,2018-2019,0.0,11.0,4.0,1.0,0.0,1.0,433.0,2.0,83.0,10.0,5.0,10.0,92.0,59.0,1.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,973.0,10.0,3.0,0.0,18.0
christopher mamengi,Utrecht,Centre-Back,"Apr 3, 2001 (17)",Netherlands,"1,82 m",left,-,100Th.,Defender,19.0,03/04/2001,,Netherlands,Netherlands,182 cm,78 kg,,207.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
leon guwara,Utrecht,Left-Back,"Jun 28, 1996 (22)",Germany,"1,85 m",left,30.06.2021,900Th.,Defender,24.0,28/06/1996,Koln,Germany,Germany,185 cm,83 kg,6.633333,207.0,Eredivisie,2018-2019,0.0,6.0,0.0,0.0,0.0,0.0,267.0,4.0,77.0,13.0,3.0,5.0,93.0,55.0,19.0,14.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,880.0,9.0,3.0,1.0,17.0
giovanni troupee,Utrecht,Right-Back,"Mar 20, 1998 (20)",Netherlands,"1,81 m",right,30.06.2021,1.25m,Defender,22.0,20/03/1998,Amsterdam,Netherlands,Netherlands,181 cm,65 kg,6.695238000000002,207.0,Eredivisie,2018-2019,0.0,6.0,1.0,0.0,0.0,2.0,512.0,8.0,78.0,31.0,9.0,9.0,160.0,86.0,6.0,1.0,17.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,1.0,0.0,1.0,1.0
tim brinkman,Utrecht,Defensive Midfield,"Mar 22, 1997 (21)",Netherlands,"1,80 m",left,-,250Th.,Midfielder,23.0,22/03/1997,,Netherlands,Netherlands,,,,207.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
joris van overeem,Utrecht,Central Midfield,"Jun 1, 1994 (24)",Netherlands,"1,81 m",right,30.06.2022,1.75m,Midfielder,26.0,01/06/1994,Amsterdam,Netherlands,Netherlands,181 cm,73 kg,6.996875,207.0,Eredivisie,2018-2019,0.0,14.0,3.0,2.0,0.0,3.0,1261.0,27.0,80.0,61.0,12.0,59.0,321.0,190.0,24.0,14.0,53.0,39.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,2670.0,31.0,1.0,5.0,1.0
lukas gortler,Utrecht,Central Midfield,"Jun 15, 1994 (24)",Germany,"1,86 m",right,30.06.2020,500Th.,Attacker,26.0,15/06/1994,Bamberg,Germany,Germany,186 cm,75 kg,6.8470580000000005,207.0,Eredivisie,2018-2019,0.0,18.0,7.0,0.0,0.0,1.0,182.0,9.0,69.0,9.0,0.0,11.0,81.0,49.0,14.0,10.0,15.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,473.0,3.0,15.0,2.0,31.0
simon gustafson,Utrecht,Attacking Midfield,"Jan 11, 1995 (23)",Sweden,"1,85 m",left,30.06.2022,3.00m,Midfielder,25.0,11/01/1995,Molndal,Sweden,Sweden,185 cm,80 kg,7.075675,207.0,Eredivisie,2018-2019,0.0,48.0,16.0,11.0,0.0,9.0,1275.0,46.0,81.0,43.0,5.0,22.0,334.0,181.0,29.0,22.0,61.0,20.0,5.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,37.0,3146.0,37.0,0.0,10.0,0.0
gyrano kerk,Utrecht,Right Winger,"Dec 2, 1995 (22)",Netherlands,"1,75 m",right,30.06.2023,3.50m,Attacker,25.0,02/12/1995,Amsterdam,Netherlands,Netherlands,175 cm,68 kg,6.87027,207.0,Eredivisie,2018-2019,0.0,62.0,27.0,8.0,0.0,9.0,405.0,36.0,66.0,23.0,2.0,18.0,552.0,230.0,205.0,105.0,57.0,41.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,2908.0,34.0,3.0,18.0,4.0
jean-christophe bahebeck,Utrecht,Centre-Forward,"May 1, 1993 (25)",France,"1,82 m",right,30.06.2020,1.50m,Attacker,27.0,01/05/1993,Saint-Denis,France,France,182 cm,76 kg,7.092857,207.0,Eredivisie,2018-2019,0.0,28.0,12.0,5.0,0.0,3.0,154.0,14.0,67.0,2.0,1.0,3.0,144.0,62.0,19.0,8.0,22.0,13.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,782.0,8.0,6.0,8.0,12.0
simon makienok,Utrecht,Centre-Forward,"Nov 21, 1990 (27)",Denmark,"2,01 m",right,30.06.2020,800Th.,Attacker,30.0,21/11/1990,Nstved,Denmark,Denmark,201 cm,94 kg,6.866666,207.0,Eredivisie,2018-2019,0.0,4.0,1.0,0.0,0.0,0.0,18.0,1.0,40.0,0.0,0.0,0.0,34.0,19.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,83.0,0.0,3.0,0.0,5.0
eduardo,Vitesse,Goalkeeper,"Sep 19, 1982 (35)",Portugal,"1,88 m",right,-,750Th.,Goalkeeper,38.0,19/09/1982,Mirandela,Portugal,Portugal,188 cm,84 kg,6.7,200.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,39.0,1.0,533.0,2.0,59.0,0.0,0.0,2.0,10.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2430.0,27.0,0.0,0.0,11.0
remko pasveer,Vitesse,Goalkeeper,"Nov 8, 1983 (34)",Netherlands,"1,87 m",right,30.06.2021,250Th.,Goalkeeper,37.0,08/11/1983,Enschede,Netherlands,Netherlands,188 cm,88 kg,6.618181,200.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,18.0,0.0,191.0,0.0,49.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,990.0,11.0,0.0,0.0,27.0
jake clarke-salter,Vitesse,Centre-Back,"Sep 22, 1997 (20)",England,"1,88 m",left,-,2.00m,Defender,23.0,22/09/1997,London,England,England,188 cm,70 kg,6.9142850000000005,200.0,Eredivisie,2018-2019,0.0,17.0,4.0,1.0,0.0,0.0,1011.0,2.0,80.0,28.0,20.0,30.0,224.0,148.0,9.0,9.0,12.0,15.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,2419.0,28.0,0.0,3.0,1.0
rasmus thelander,Vitesse,Centre-Back,"Jul 9, 1991 (26)",Denmark,"1,91 m",right,30.06.2021,750Th.,Defender,29.0,09/07/1991,Kbenhavn,Denmark,Denmark,190 cm,87 kg,6.666666,200.0,Eredivisie,2018-2019,0.0,5.0,0.0,0.0,0.0,0.0,261.0,1.0,76.0,3.0,4.0,7.0,66.0,43.0,1.0,0.0,3.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,562.0,5.0,4.0,0.0,22.0
arnold kruiswijk,Vitesse,Centre-Back,"Nov 2, 1984 (33)",Netherlands,"1,82 m",left,-,200Th.,Defender,35.0,02/11/1984,Groningen,Netherlands,Netherlands,182 cm,73 kg,,200.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alexander buttner,Vitesse,Left-Back,"Feb 11, 1989 (29)",Netherlands,"1,74 m",left,-,800Th.,Defender,31.0,11/02/1989,Doetinchem,Netherlands,Netherlands,174 cm,75 kg,6.906451,200.0,Eredivisie,2018-2019,0.0,33.0,5.0,2.0,0.0,5.0,763.0,44.0,72.0,36.0,7.0,32.0,321.0,168.0,44.0,19.0,69.0,38.0,7.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,32.0,2563.0,29.0,3.0,9.0,4.0
vyacheslav karavaev,Vitesse,Right-Back,"May 20, 1995 (23)",Russia,"1,76 m",right,30.06.2021,3.00m,Defender,25.0,20/05/1995,Moskva,Russia,Russia,176 cm,70 kg,6.810810000000001,200.0,Eredivisie,2018-2019,0.0,27.0,9.0,1.0,0.0,7.0,1200.0,36.0,75.0,61.0,4.0,27.0,262.0,138.0,34.0,17.0,8.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3296.0,37.0,0.0,1.0,0.0
mukhtar ali,Vitesse,Defensive Midfield,"Oct 30, 1997 (20)",Saudi Arabia,"1,85 m",right,30.06.2020,250Th.,Midfielder,23.0,30/10/1997,Muqdisho,Somalia,Saudi Arabia,179 cm,72 kg,6.85,200.0,Eredivisie,2018-2019,0.0,2.0,1.0,1.0,0.0,0.0,72.0,1.0,40.0,2.0,0.0,2.0,31.0,17.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,188.0,2.0,5.0,1.0,27.0
jesse schuurman,Vitesse,Central Midfield,"Mar 11, 1998 (20)",Netherlands,"1,82 m",-,-,75Th.,Midfielder,22.0,11/03/1998,Bemmel,Netherlands,Netherlands,182 cm,,,200.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
charly musonda jr.,Vitesse,Attacking Midfield,"Oct 15, 1996 (21)",Belgium,"1,73 m",right,30.06.2020,2.00m,Attacker,24.0,15/10/1996,Brussel,Belgium,Belgium,173 cm,66 kg,6.3,200.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,1.0
thomas bruns,Vitesse,Attacking Midfield,"Jan 7, 1992 (26)",Netherlands,"1,77 m",right,30.06.2021,900Th.,Midfielder,28.0,07/01/1992,Wierden,Netherlands,Netherlands,177 cm,69 kg,6.993333,200.0,Eredivisie,2018-2019,0.0,16.0,6.0,0.0,0.0,1.0,370.0,16.0,67.0,22.0,1.0,14.0,146.0,85.0,12.0,7.0,23.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,106.0,1.0,7.0,0.0,14.0
bryan linssen,Vitesse,Left Winger,"Oct 8, 1990 (27)",Netherlands,"1,70 m",right,30.06.2020,3.00m,Attacker,30.0,07/10/1990,Neeritter,Netherlands,Netherlands,170 cm,64 kg,7.154545,200.0,Eredivisie,2018-2019,22.0,110.0,36.0,12.0,0.0,2.0,401.0,24.0,62.0,38.0,3.0,23.0,388.0,167.0,29.0,12.0,23.0,55.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34.0,2705.0,32.0,2.0,13.0,3.0
roy beerens,Vitesse,Right Winger,"Dec 22, 1987 (30)",Netherlands,"1,73 m",right,30.06.2021,900Th.,Attacker,33.0,22/12/1987,Bladel,Netherlands,Netherlands,173 cm,63 kg,7.2,200.0,Eredivisie,2018-2019,0.0,21.0,10.0,1.0,0.0,4.0,210.0,29.0,76.0,5.0,0.0,3.0,88.0,43.0,14.0,9.0,20.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1033.0,12.0,4.0,9.0,17.0
martijn berden,Vitesse,Right Winger,"Jul 29, 1997 (20)",Netherlands,"1,72 m",right,-,50Th.,Attacker,23.0,29/07/1997,Den Haag,Netherlands,Netherlands,172 cm,,,200.0,Eredivisie,2018-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
thomas buitink,Vitesse,Centre-Forward,"Jun 14, 2000 (18)",Netherlands,"1,74 m",right,30.06.2022,2.50m,Attacker,20.0,14/06/2000,Nijkerk,Netherlands,Netherlands,174 cm,,6.805,200.0,Eredivisie,2018-2019,0.0,15.0,9.0,7.0,0.0,0.0,99.0,10.0,63.0,7.0,1.0,2.0,124.0,38.0,22.0,12.0,9.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,895.0,9.0,12.0,8.0,23.0
oussama darfalou,Vitesse,Centre-Forward,"Sep 29, 1993 (24)",Algeria,"1,84 m",right,30.06.2022,1.00m,Attacker,27.0,29/09/1993,Boumerdes,Algeria,Algeria,184 cm,80 kg,6.970833,200.0,Eredivisie,2018-2019,0.0,47.0,27.0,7.0,0.0,2.0,178.0,14.0,60.0,13.0,1.0,8.0,292.0,130.0,22.0,8.0,22.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,1276.0,14.0,11.0,8.0,15.0
